,Unnamed: 0,age,age_num,marital status,workinghours,workinghours_num,education,education_num,workclass,occupation,race,sex,income
10034,10508,30-39,3,Married,20-39,2,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,low
10035,19368,40-49,4,Married,20-39,2,Bachelor Degree,8,private,Healthcare/Medical Services,White alone,Female,low
10036,643,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,Service/Hospitality,White alone,Male,low
10037,10155,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,White alone,Male,low
10038,21438,25-29,2,Married,40-49,3,Bachelor Degree,8,self employed,Management/Business,White alone,Female,low
10039,13145,30-39,3,Separated,20-39,2,Doctorate Degree,10,private,Service/Hospitality,White alone,Female,low
10040,14953,40-49,4,Never married,40-49,3,Bachelor Degree,8,private,Office/Administrative Support,White alone,Male,low
10041,11994,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Management/Business,White alone,Female,high
10042,16793,60-69,6,Married,40-49,3,Bachelor Degree,8,private,Transport,Black or African American alone,Male,low
10043,19214,30-39,3,Never married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,White alone,Male,low
10044,9668,25-29,2,Married,Less than 20,1,Associate Degree,7,private,Healthcare/Medical Services,White alone,Female,low
10045,13384,50-59,5,Separated,More than 50,4,"Started College, No Diploma",6,private,Management/Business,White alone,Female,low
10046,12648,60-69,6,Widowed,40-49,3,"Started High School, No Diploma",4,private,Construction/Extraction,White alone,Male,low
10047,1686,40-49,4,Never married,40-49,3,Associate Degree,7,private,Education,Black or African American alone,Female,low
10048,1811,30-39,3,Married,40-49,3,"Started College, No Diploma",6,private,Sales,White alone,Female,low
10049,9516,50-59,5,Separated,40-49,3,Bachelor Degree,8,private,Production/Assembly,Black or African American alone,Female,high
10050,19348,30-39,3,Never married,40-49,3,High School or GED Diploma,5,private,Office/Administrative Support,Black or African American alone,Female,low
10051,52,30-39,3,Never married,40-49,3,High School or GED Diploma,5,private,Transport,Black or African American alone,Female,low
10052,6201,60-69,6,Married,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,high
10053,5719,50-59,5,Never married,40-49,3,"Started College, No Diploma",6,private,Management/Business,White alone,Female,high
10054,9849,40-49,4,Married,40-49,3,Associate Degree,7,governmental,Management/Business,White alone,Female,high
10055,12071,60-69,6,Married,More than 50,4,High School or GED Diploma,5,private,Management/Business,White alone,Male,high
10056,4040,50-59,5,Never married,40-49,3,Master or other Degree Beyond Bachelor,9,private,Counseling/Mental Health Services,Black or African American alone,Male,low
10057,15084,40-49,4,Married,40-49,3,Master or other Degree Beyond Bachelor,9,private,Healthcare/Medical Services,Black or African American alone,Female,high
10058,21615,Younger than 25,1,Never married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,White alone,Male,low
10059,14382,40-49,4,Married,40-49,3,"Started College, No Diploma",6,private,Healthcare/Medical Services,White alone,Female,low
10060,9545,60-69,6,Widowed,Less than 20,1,High School or GED Diploma,5,private,Healthcare/Medical Services,Black or African American alone,Female,low
10061,7150,60-69,6,Married,40-49,3,Associate Degree,7,private,Office/Administrative Support,White alone,Male,high
10062,20551,30-39,3,Never married,40-49,3,High School or GED Diploma,5,private,Sales,Black or African American alone,Female,low
10063,911,Older than 70,7,Married,40-49,3,"Started College, No Diploma",6,governmental,Management/Business,White alone,Male,high
10064,8763,50-59,5,Married,40-49,3,Bachelor Degree,8,private,Office/Administrative Support,White alone,Male,high
10065,4612,25-29,2,Married,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,White alone,Female,low
10066,6540,60-69,6,Married,40-49,3,High School or GED Diploma,5,private,Sales,White alone,Male,low
10067,21694,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,Production/Assembly,White alone,Female,low
10068,8015,40-49,4,Married,20-39,2,Bachelor Degree,8,private,Healthcare/Medical Services,White alone,Female,low
10069,3499,60-69,6,Married,40-49,3,"Started College, No Diploma",6,governmental,Protective Services,Black or African American alone,Male,high
10070,10878,Younger than 25,1,Never married,40-49,3,Associate Degree,7,private,Office/Administrative Support,White alone,Female,low
10071,3720,40-49,4,Separated,20-39,2,High School or GED Diploma,5,private,Construction/Extraction,White alone,Male,low
10072,16620,30-39,3,Married,20-39,2,Master or other Degree Beyond Bachelor,9,governmental,Education,White alone,Female,high
10073,21664,60-69,6,Married,More than 50,4,"Started College, No Diploma",6,self employed,Finance/Accounting,White alone,Male,high
10074,8734,30-39,3,Never married,40-49,3,Associate Degree,7,private,Production/Assembly,White alone,Male,low
10075,20070,60-69,6,Separated,40-49,3,High School or GED Diploma,5,private,Office/Administrative Support,White alone,Male,low
10076,18776,30-39,3,Married,More than 50,4,Bachelor Degree,8,self employed,Healthcare/Medical Services,White alone,Female,low
10077,5308,40-49,4,Married,20-39,2,Bachelor Degree,8,private,Office/Administrative Support,White alone,Female,low
10078,2352,25-29,2,Never married,40-49,3,Bachelor Degree,8,private,Office/Administrative Support,White alone,Female,low
10079,13681,50-59,5,Married,40-49,3,"Started High School, No Diploma",4,private,Construction/Extraction,White alone,Male,low
10080,8845,40-49,4,Married,40-49,3,Bachelor Degree,8,private,Office/Administrative Support,White alone,Female,high
10081,10978,60-69,6,Separated,More than 50,4,"Started College, No Diploma",6,private,Repair/Maintenance,White alone,Male,high
10082,10637,Younger than 25,1,Never married,40-49,3,Master or other Degree Beyond Bachelor,9,private,Healthcare/Medical Services,White alone,Male,low
10083,21733,30-39,3,Never married,40-49,3,"Started College, No Diploma",6,private,Sales,White alone,Male,low
10084,13377,25-29,2,Never married,20-39,2,High School or GED Diploma,5,self employed,Sales,Black or African American alone,Female,low
10085,17526,Younger than 25,1,Never married,40-49,3,"Started High School, No Diploma",4,private,Sales,White alone,Female,low
10086,14873,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Service/Hospitality,White alone,Male,low
10087,22138,60-69,6,Separated,40-49,3,"Started College, No Diploma",6,private,Production/Assembly,White alone,Male,high
10088,20060,40-49,4,Married,More than 50,4,"Started College, No Diploma",6,private,"Science, Engineering, Technology",White alone,Male,high
10089,1384,60-69,6,Married,40-49,3,"Started College, No Diploma",6,private,Transport,Black or African American alone,Male,high
10090,12228,50-59,5,Married,20-39,2,"Started College, No Diploma",6,self employed,Office/Administrative Support,White alone,Female,low
10091,18706,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Office/Administrative Support,White alone,Male,high
10092,9221,40-49,4,Never married,20-39,2,"Started College, No Diploma",6,private,Office/Administrative Support,Black or African American alone,Female,low
10093,15719,Younger than 25,1,Never married,40-49,3,High School or GED Diploma,5,private,Protective Services,Black or African American alone,Female,low
10094,20559,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,Black or African American alone,Male,high
10095,12737,30-39,3,Married,40-49,3,Bachelor Degree,8,governmental,Education,White alone,Female,low
10096,8078,50-59,5,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,private,Management/Business,White alone,Male,high
10097,385,60-69,6,Married,40-49,3,"Started College, No Diploma",6,governmental,Service/Hospitality,White alone,Male,low
10098,15440,Younger than 25,1,Never married,40-49,3,"Started College, No Diploma",6,private,Production/Assembly,White alone,Male,low
10099,12198,30-39,3,Married,40-49,3,"Started College, No Diploma",6,private,Repair/Maintenance,White alone,Male,high
10100,14773,50-59,5,Married,40-49,3,"Started College, No Diploma",6,governmental,Office/Administrative Support,White alone,Female,low
10102,2814,40-49,4,Married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,White alone,Male,low
10103,12441,30-39,3,Married,40-49,3,Bachelor Degree,8,governmental,Education,White alone,Female,low
10104,10009,30-39,3,Never married,Less than 20,1,Master or other Degree Beyond Bachelor,9,governmental,Education,White alone,Female,low
10105,19301,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Office/Administrative Support,White alone,Female,low
10106,7349,40-49,4,Married,40-49,3,Bachelor Degree,8,governmental,Management/Business,White alone,Male,high
10107,10490,50-59,5,Married,More than 50,4,High School or GED Diploma,5,self employed,Management/Business,White alone,Female,low
10108,18913,60-69,6,Married,40-49,3,High School or GED Diploma,5,private,Entertainment,White alone,Male,high
10109,12345,50-59,5,Married,40-49,3,High School or GED Diploma,5,self employed,Sales,White alone,Male,low
10111,14056,40-49,4,Separated,40-49,3,Associate Degree,7,private,Sales,White alone,Female,low
10112,7392,50-59,5,Never married,More than 50,4,"Started College, No Diploma",6,private,Management/Business,Black or African American alone,Female,low
10113,13261,60-69,6,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Education,White alone,Female,high
10114,10589,50-59,5,Married,40-49,3,Bachelor Degree,8,private,Management/Business,White alone,Male,high
10115,10832,30-39,3,Never married,40-49,3,Elementary School,2,private,Construction/Extraction,White alone,Male,low
10116,6916,40-49,4,Married,40-49,3,High School or GED Diploma,5,private,Transport,White alone,Male,low
10117,6372,40-49,4,Married,40-49,3,High School or GED Diploma,5,governmental,Education,White alone,Male,high
10118,11608,30-39,3,Married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,White alone,Female,low
10119,7367,60-69,6,Separated,Less than 20,1,Master or other Degree Beyond Bachelor,9,governmental,Office/Administrative Support,White alone,Female,high
10120,3329,60-69,6,Married,40-49,3,Master or other Degree Beyond Bachelor,9,private,Education,White alone,Male,high
10121,21908,40-49,4,Married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,Black or African American alone,Male,low
10122,7520,40-49,4,Married,40-49,3,Bachelor Degree,8,governmental,Management/Business,Black or African American alone,Female,low
10123,7458,Older than 70,7,Widowed,20-39,2,High School or GED Diploma,5,self employed,Office/Administrative Support,White alone,Female,low
10124,9666,Younger than 25,1,Never married,40-49,3,High School or GED Diploma,5,governmental,Service/Hospitality,Black or African American alone,Female,low
10125,20021,40-49,4,Separated,40-49,3,"Started College, No Diploma",6,private,Production/Assembly,White alone,Female,low
10126,11426,30-39,3,Never married,20-39,2,High School or GED Diploma,5,private,Sales,White alone,Female,low
10127,1276,25-29,2,Never married,40-49,3,Bachelor Degree,8,private,Education,White alone,Female,low
10128,14152,Younger than 25,1,Never married,Less than 20,1,"Started College, No Diploma",6,private,Service/Hospitality,White alone,Female,low
10129,10682,40-49,4,Never married,40-49,3,Bachelor Degree,8,governmental,Construction/Extraction,White alone,Male,high
10130,15509,50-59,5,Married,More than 50,4,"Started College, No Diploma",6,private,Sales,White alone,Male,high
10131,17272,30-39,3,Married,20-39,2,Associate Degree,7,private,Healthcare/Medical Services,White alone,Female,low
10132,4441,Younger than 25,1,Never married,Less than 20,1,"Started College, No Diploma",6,self employed,Education,White alone,Female,low
10133,9412,40-49,4,Never married,More than 50,4,"Started College, No Diploma",6,private,Healthcare/Medical Services,Black or African American alone,Female,high
10134,16711,25-29,2,Never married,40-49,3,"Started College, No Diploma",6,private,Production/Assembly,White alone,Male,low
10135,15258,Younger than 25,1,Married,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,low
10137,11713,30-39,3,Married,40-49,3,Bachelor Degree,8,governmental,Office/Administrative Support,White alone,Female,low
10138,17104,40-49,4,Married,40-49,3,Master or other Degree Beyond Bachelor,9,private,Sales,White alone,Male,low
10139,7119,Younger than 25,1,Never married,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Male,low
10140,2205,25-29,2,Never married,40-49,3,Associate Degree,7,private,Healthcare/Medical Services,Black or African American alone,Female,low
10141,6479,60-69,6,Married,40-49,3,High School or GED Diploma,5,private,Transport,White alone,Male,low
10143,21812,50-59,5,Separated,40-49,3,High School or GED Diploma,5,governmental,Service/Hospitality,White alone,Female,high
10144,17420,Younger than 25,1,Never married,40-49,3,High School or GED Diploma,5,private,Healthcare/Medical Services,White alone,Female,low
10145,1830,25-29,2,Never married,40-49,3,High School or GED Diploma,5,private,Construction/Extraction,White alone,Male,low
10146,358,Younger than 25,1,Never married,20-39,2,Middle School,3,private,Service/Hospitality,White alone,Female,low
